region,annee,classe_age,sexe,population,taux_natalite_mille,taux_mortalite_mille,taux_alphabetisation
Nord-Ouest,2011,65+,F,39015,0,5,70.8
Nord-Ouest,2012,0-14,M,547820,0,2,0.0
Nord-Ouest,2012,0-14,F,570180,0,2,0.0
Nord-Ouest,2012,15-24,M,254800,35,1,61.2
Nord-Ouest,2012,15-24,F,265200,35,1,75.2
Nord-Ouest,2012,25-34,M,178360,25,1,71.2
Nord-Ouest,2012,25-34,F,185640,25,1,76.1
Nord-Ouest,2012,35-44,M,127400,0,1,75.1
Nord-Ouest,2012,35-44,F,132600,0,1,64.4
Nord-Ouest,2012,45-54,M,76440,0,1,70.8
Nord-Ouest,2012,45-54,F,79560,0,1,60.3
Nord-Ouest,2012,55-64,M,50960,0,1,83.4
Nord-Ouest,2012,55-64,F,53040,0,1,79.4
Nord-Ouest,2012,65+,M,38220,0,5,66.9
Nord-Ouest,2012,65+,F,39780,0,5,72.5
Nord-Ouest,2013,0-14,M,558355,0,2,0.0
Nord-Ouest,2013,0-14,F,581145,0,2,0.0
Nord-Ouest,2013,15-24,M,259700,35,1,78.6
Nord-Ouest,2013,15-24,F,270300,35,1,60.4
Nord-Ouest,2013,25-34,M,181790,25,1,67.8
Nord-Ouest,2013,25-34,F,189210,25,1,63.4
Nord-Ouest,2013,35-44,M,129850,0,1,77.9
Nord-Ouest,2013,35-44,F,135150,0,1,82.2
Nord-Ouest,2013,45-54,M,77910,0,1,64.2
Nord-Ouest,2013,45-54,F,81090,0,1,82.8
Nord-Ouest,2013,55-64,M,51940,0,1,64.5
Nord-Ouest,2013,55-64,F,54060,0,1,64.6
Nord-Ouest,2013,65+,M,38955,0,5,75.3
Nord-Ouest,2013,65+,F,40545,0,5,75.8
Nord-Ouest,2014,0-14,M,568890,0,2,0.0
Nord-Ouest,2014,0-14,F,592110,0,2,0.0
Nord-Ouest,2014,15-24,M,264600,35,1,70.1
Nord-Ouest,2014,15-24,F,275400,35,1,78.3
Nord-Ouest,2014,25-34,M,185220,25,1,77.5
Nord-Ouest,2014,25-34,F,192780,25,1,69.6
Nord-Ouest,2014,35-44,M,132300,0,1,73.0
Nord-Ouest,2014,35-44,F,137700,0,1,65.3
Nord-Ouest,2014,45-54,M,79380,0,1,73.8
Nord-Ouest,2014,45-54,F,82620,0,1,79.5
Nord-Ouest,2014,55-64,M,52920,0,1,77.7
Nord-Ouest,2014,55-64,F,55080,0,1,72.6
Nord-Ouest,2014,65+,M,39690,0,5,75.4
Nord-Ouest,2014,65+,F,41310,0,5,69.6
Nord-Ouest,2015,0-14,M,579425,0,2,0.0
Nord-Ouest,2015,0-14,F,603075,0,2,0.0
Nord-Ouest,2015,15-24,M,269500,35,1,65.3
Nord-Ouest,2015,15-24,F,280500,35,1,66.5
Nord-Ouest,2015,25-34,M,188650,25,1,84.6
Nord-Ouest,2015,25-34,F,196350,25,1,63.8
Nord-Ouest,2015,35-44,M,134750,0,1,75.2
Nord-Ouest,2015,35-44,F,140250,0,1,67.6
Nord-Ouest,2015,45-54,M,80850,0,1,62.9
Nord-Ouest,2015,45-54,F,84150,0,1,82.2
Nord-Ouest,2015,55-64,M,53900,0,1,65.5
Nord-Ouest,2015,55-64,F,56100,0,1,83.5
Nord-Ouest,2015,65+,M,40425,0,5,75.8
Nord-Ouest,2015,65+,F,42075,0,5,80.8
Nord-Ouest,2016,0-14,M,589960,0,2,0.0
Nord-Ouest,2016,0-14,F,614040,0,2,0.0
Nord-Ouest,2016,15-24,M,274400,35,1,62.1
Nord-Ouest,2016,15-24,F,285600,35,1,72.1
Nord-Ouest,2016,25-34,M,192080,25,1,70.8
Nord-Ouest,2016,25-34,F,199920,25,1,75.5
Nord-Ouest,2016,35-44,M,137200,0,1,76.5
Nord-Ouest,2016,35-44,F,142800,0,1,84.6
Nord-Ouest,2016,45-54,M,82320,0,1,72.0
Nord-Ouest,2016,45-54,F,85680,0,1,68.9
Nord-Ouest,2016,55-64,M,54880,0,1,62.5
Nord-Ouest,2016,55-64,F,57120,0,1,61.5
Nord-Ouest,2016,65+,M,41160,0,5,66.5
Nord-Ouest,2016,65+,F,42840,0,5,76.3
Nord-Ouest,2017,0-14,M,600495,0,2,0.0
Nord-Ouest,2017,0-14,F,625005,0,2,0.0
Nord-Ouest,2017,15-24,M,279300,35,1,66.6
Nord-Ouest,2017,15-24,F,290700,35,1,74.7
Nord-Ouest,2017,25-34,M,195510,25,1,75.6
Nord-Ouest,2017,25-34,F,203490,25,1,62.1
Nord-Ouest,2017,35-44,M,139650,0,1,67.5
Nord-Ouest,2017,35-44,F,145350,0,1,66.6
Nord-Ouest,2017,45-54,M,83790,0,1,74.1
Nord-Ouest,2017,45-54,F,87210,0,1,77.5
Nord-Ouest,2017,55-64,M,55860,0,1,77.7
Nord-Ouest,2017,55-64,F,58140,0,1,64.8
Nord-Ouest,2017,65+,M,41895,0,5,73.0
Nord-Ouest,2017,65+,F,43605,0,5,66.4
Nord-Ouest,2018,0-14,M,611030,0,2,0.0
Nord-Ouest,2018,0-14,F,635970,0,2,0.0
Nord-Ouest,2018,15-24,M,284200,35,1,84.1
Nord-Ouest,2018,15-24,F,295800,35,1,65.1
Nord-Ouest,2018,25-34,M,198940,25,1,79.3
Nord-Ouest,2018,25-34,F,207060,25,1,77.1
Nord-Ouest,2018,35-44,M,142100,0,1,84.1
Nord-Ouest,2018,35-44,F,147900,0,1,75.0
Nord-Ouest,2018,45-54,M,85260,0,1,84.8
Nord-Ouest,2018,45-54,F,88740,0,1,72.1
Nord-Ouest,2018,55-64,M,56840,0,1,67.0
Nord-Ouest,2018,55-64,F,59160,0,1,78.9
Nord-Ouest,2018,65+,M,42630,0,5,83.1
Nord-Ouest,2018,65+,F,44370,0,5,65.9
Nord-Ouest,2019,0-14,M,621565,0,2,0.0
Nord-Ouest,2019,0-14,F,646935,0,2,0.0
Nord-Ouest,2019,15-24,M,289100,35,1,78.6
Nord-Ouest,2019,15-24,F,300900,35,1,78.8
Nord-Ouest,2019,25-34,M,202370,25,1,78.1
Nord-Ouest,2019,25-34,F,210630,25,1,71.0
Nord-Ouest,2019,35-44,M,144550,0,1,73.8
Nord-Ouest,2019,35-44,F,150450,0,1,65.5
Nord-Ouest,2019,45-54,M,86730,0,1,68.4
Nord-Ouest,2019,45-54,F,90270,0,1,61.3
Nord-Ouest,2019,55-64,M,57820,0,1,79.3
Nord-Ouest,2019,55-64,F,60180,0,1,72.6
Nord-Ouest,2019,65+,M,43365,0,5,70.5
Nord-Ouest,2019,65+,F,45135,0,5,62.7
Nord-Ouest,2020,0-14,M,632100,0,2,0.0
Nord-Ouest,2020,0-14,F,657900,0,2,0.0
Nord-Ouest,2020,15-24,M,294000,35,1,78.5
Nord-Ouest,2020,15-24,F,306000,35,1,63.0
Nord-Ouest,2020,25-34,M,205800,25,1,65.7
Nord-Ouest,2020,25-34,F,214200,25,1,81.6
Nord-Ouest,2020,35-44,M,147000,0,1,69.5
Nord-Ouest,2020,35-44,F,153000,0,1,69.6
Nord-Ouest,2020,45-54,M,88200,0,1,76.0
Nord-Ouest,2020,45-54,F,91800,0,1,79.9
Nord-Ouest,2020,55-64,M,58800,0,1,62.5
Nord-Ouest,2020,55-64,F,61200,0,1,82.7
Nord-Ouest,2020,65+,M,44100,0,5,73.6
Nord-Ouest,2020,65+,F,45900,0,5,81.1
Nord-Ouest,2021,0-14,M,642635,0,2,0.0
Nord-Ouest,2021,0-14,F,668865,0,2,0.0
Nord-Ouest,2021,15-24,M,298900,35,1,72.5
Nord-Ouest,2021,15-24,F,311100,35,1,75.3
Nord-Ouest,2021,25-34,M,209230,25,1,82.4
Nord-Ouest,2021,25-34,F,217770,25,1,82.4
Nord-Ouest,2021,35-44,M,149450,0,1,83.4
Nord-Ouest,2021,35-44,F,155550,0,1,65.8
Nord-Ouest,2021,45-54,M,89670,0,1,75.1
Nord-Ouest,2021,45-54,F,93330,0,1,69.4
Nord-Ouest,2021,55-64,M,59780,0,1,61.3
Nord-Ouest,2021,55-64,F,62220,0,1,82.2
Nord-Ouest,2021,65+,M,44835,0,5,67.1
Nord-Ouest,2021,65+,F,46665,0,5,83.1
Nord-Ouest,2022,0-14,M,653170,0,2,0.0
Nord-Ouest,2022,0-14,F,679830,0,2,0.0
Nord-Ouest,2022,15-24,M,303800,35,1,81.3
Nord-Ouest,2022,15-24,F,316200,35,1,65.6
Nord-Ouest,2022,25-34,M,212660,25,1,76.1
Nord-Ouest,2022,25-34,F,221340,25,1,81.4
Nord-Ouest,2022,35-44,M,151900,0,1,82.9
Nord-Ouest,2022,35-44,F,158100,0,1,78.6
Nord-Ouest,2022,45-54,M,91140,0,1,71.8
Nord-Ouest,2022,45-54,F,94860,0,1,77.0
Nord-Ouest,2022,55-64,M,60760,0,1,61.5
Nord-Ouest,2022,55-64,F,63240,0,1,78.2
Nord-Ouest,2022,65+,M,45570,0,5,63.1
Nord-Ouest,2022,65+,F,47430,0,5,75.8
Nord-Ouest,2023,0-14,M,663705,0,2,0.0
Nord-Ouest,2023,0-14,F,690795,0,2,0.0
Nord-Ouest,2023,15-24,M,308700,35,1,60.6
Nord-Ouest,2023,15-24,F,321300,35,1,83.4
Nord-Ouest,2023,25-34,M,216090,25,1,65.8
Nord-Ouest,2023,25-34,F,224910,25,1,79.1
Nord-Ouest,2023,35-44,M,154350,0,1,60.1
Nord-Ouest,2023,35-44,F,160650,0,1,83.9
Nord-Ouest,2023,45-54,M,92610,0,1,73.5
Nord-Ouest,2023,45-54,F,96390,0,1,79.9
Nord-Ouest,2023,55-64,M,61740,0,1,82.7
Nord-Ouest,2023,55-64,F,64260,0,1,84.2
Nord-Ouest,2023,65+,M,46305,0,5,69.8
Nord-Ouest,2023,65+,F,48195,0,5,64.8
Ouest,2000,0-14,M,463540,0,2,0.0
Ouest,2000,0-14,F,482460,0,2,0.0
Ouest,2000,15-24,M,215600,35,1,78.6
Ouest,2000,15-24,F,224400,35,1,82.9
Ouest,2000,25-34,M,150920,25,1,62.7
Ouest,2000,25-34,F,157080,25,1,83.2
Ouest,2000,35-44,M,107800,0,1,64.0
Ouest,2000,35-44,F,112200,0,1,71.6
Ouest,2000,45-54,M,64680,0,1,69.2
Ouest,2000,45-54,F,67320,0,1,63.8
Ouest,2000,55-64,M,43120,0,1,72.4
Ouest,2000,55-64,F,44880,0,1,73.1
Ouest,2000,65+,M,32340,0,5,84.0
Ouest,2000,65+,F,33660,0,5,80.0
Ouest,2001,0-14,M,475128,0,2,0.0
Ouest,2001,0-14,F,494521,0,2,0.0
Ouest,2001,15-24,M,220990,35,1,64.0
Ouest,2001,15-24,F,230010,35,1,64.0
Ouest,2001,25-34,M,154693,25,1,62.8
Ouest,2001,25-34,F,161007,25,1,74.7
Ouest,2001,35-44,M,110495,0,1,76.3
Ouest,2001,35-44,F,115005,0,1,79.5
Ouest,2001,45-54,M,66297,0,1,79.0
Ouest,2001,45-54,F,69003,0,1,75.5
Ouest,2001,55-64,M,44198,0,1,71.3
Ouest,2001,55-64,F,46002,0,1,67.9
Ouest,2001,65+,M,33148,0,5,75.3
Ouest,2001,65+,F,34501,0,5,69.9
Ouest,2002,0-14,M,486717,0,2,0.0
Ouest,2002,0-14,F,506583,0,2,0.0
Ouest,2002,15-24,M,226380,35,1,69.3
Ouest,2002,15-24,F,235620,35,1,79.4
Ouest,2002,25-34,M,158466,25,1,64.9
Ouest,2002,25-34,F,164934,25,1,79.8
Ouest,2002,35-44,M,113190,0,1,66.5
Ouest,2002,35-44,F,117810,0,1,72.7
Ouest,2002,45-54,M,67914,0,1,71.0
Ouest,2002,45-54,F,70686,0,1,61.0
Ouest,2002,55-64,M,45276,0,1,60.9
Ouest,2002,55-64,F,47124,0,1,66.4
Ouest,2002,65+,M,33957,0,5,83.4
Ouest,2002,65+,F,35343,0,5,65.1
Ouest,2003,0-14,M,498305,0,2,0.0
Ouest,2003,0-14,F,518644,0,2,0.0
Ouest,2003,15-24,M,231770,35,1,70.5
Ouest,2003,15-24,F,241230,35,1,80.9
Ouest,2003,25-34,M,162239,25,1,82.8
Ouest,2003,25-34,F,168861,25,1,61.6
Ouest,2003,35-44,M,115885,0,1,63.2
Ouest,2003,35-44,F,120615,0,1,63.9
Ouest,2003,45-54,M,69531,0,1,78.3
Ouest,2003,45-54,F,72369,0,1,61.9
Ouest,2003,55-64,M,46354,0,1,60.0
Ouest,2003,55-64,F,48246,0,1,79.2
Ouest,2003,65+,M,34765,0,5,79.8
Ouest,2003,65+,F,36184,0,5,76.3
Ouest,2004,0-14,M,509894,0,2,0.0
Ouest,2004,0-14,F,530706,0,2,0.0
Ouest,2004,15-24,M,237160,35,1,83.9
Ouest,2004,15-24,F,246840,35,1,64.2
Ouest,2004,25-34,M,166012,25,1,69.6
Ouest,2004,25-34,F,172788,25,1,77.8
Ouest,2004,35-44,M,118580,0,1,72.8
Ouest,2004,35-44,F,123420,0,1,65.1
Ouest,2004,45-54,M,71148,0,1,81.2
Ouest,2004,45-54,F,74052,0,1,80.4
Ouest,2004,55-64,M,47432,0,1,64.4
Ouest,2004,55-64,F,49368,0,1,73.6
Ouest,2004,65+,M,35574,0,5,61.4
Ouest,2004,65+,F,37026,0,5,78.0
Ouest,2005,0-14,M,521482,0,2,0.0
Ouest,2005,0-14,F,542767,0,2,0.0
Ouest,2005,15-24,M,242550,35,1,63.3
Ouest,2005,15-24,F,252450,35,1,69.7
Ouest,2005,25-34,M,169785,25,1,60.2
Ouest,2005,25-34,F,176715,25,1,68.8
Ouest,2005,35-44,M,121275,0,1,65.1
Ouest,2005,35-44,F,126225,0,1,67.8
Ouest,2005,45-54,M,72765,0,1,62.0
Ouest,2005,45-54,F,75735,0,1,62.1
Ouest,2005,55-64,M,48510,0,1,75.8
Ouest,2005,55-64,F,50490,0,1,73.5
Ouest,2005,65+,M,36382,0,5,76.6
Ouest,2005,65+,F,37867,0,5,76.0
Ouest,2006,0-14,M,533071,0,2,0.0
Ouest,2006,0-14,F,554829,0,2,0.0
Ouest,2006,15-24,M,247940,35,1,73.2
Ouest,2006,15-24,F,258060,35,1,72.7
Ouest,2006,25-34,M,173558,25,1,77.5
Ouest,2006,25-34,F,180642,25,1,75.0
Ouest,2006,35-44,M,123970,0,1,65.5
Ouest,2006,35-44,F,129030,0,1,82.6
Ouest,2006,45-54,M,74382,0,1,77.8
Ouest,2006,45-54,F,77418,0,1,77.0
Ouest,2006,55-64,M,49588,0,1,63.0
Ouest,2006,55-64,F,51612,0,1,84.6
Ouest,2006,65+,M,37191,0,5,82.8
Ouest,2006,65+,F,38709,0,5,82.6
Ouest,2007,0-14,M,544659,0,2,0.0
Ouest,2007,0-14,F,566890,0,2,0.0
Ouest,2007,15-24,M,253330,35,1,68.0
Ouest,2007,15-24,F,263670,35,1,82.8
Ouest,2007,25-34,M,177331,25,1,76.9
Ouest,2007,25-34,F,184569,25,1,72.1
Ouest,2007,35-44,M,126665,0,1,69.3
Ouest,2007,35-44,F,131835,0,1,78.2
Ouest,2007,45-54,M,75999,0,1,78.7
Ouest,2007,45-54,F,79101,0,1,62.0
Ouest,2007,55-64,M,50666,0,1,69.4
Ouest,2007,55-64,F,52734,0,1,65.0
Ouest,2007,65+,M,37999,0,5,67.0
Ouest,2007,65+,F,39550,0,5,73.8
Ouest,2008,0-14,M,556248,0,2,0.0
Ouest,2008,0-14,F,578952,0,2,0.0
Ouest,2008,15-24,M,258720,35,1,66.9
Ouest,2008,15-24,F,269280,35,1,82.6
Ouest,2008,25-34,M,181104,25,1,65.7
Ouest,2008,25-34,F,188496,25,1,60.1
Ouest,2008,35-44,M,129360,0,1,78.3
Ouest,2008,35-44,F,134640,0,1,65.3
Ouest,2008,45-54,M,77616,0,1,63.7
Ouest,2008,45-54,F,80784,0,1,61.8
Ouest,2008,55-64,M,51744,0,1,61.8
Ouest,2008,55-64,F,53856,0,1,74.1
Ouest,2008,65+,M,38808,0,5,74.1
Ouest,2008,65+,F,40392,0,5,82.6
Ouest,2009,0-14,M,567836,0,2,0.0
Ouest,2009,0-14,F,591013,0,2,0.0
Ouest,2009,15-24,M,264110,35,1,83.3
Ouest,2009,15-24,F,274890,35,1,68.0
Ouest,2009,25-34,M,184877,25,1,81.3
Ouest,2009,25-34,F,192423,25,1,68.9
Ouest,2009,35-44,M,132055,0,1,75.0
Ouest,2009,35-44,F,137445,0,1,71.1
Ouest,2009,45-54,M,79233,0,1,79.2
Ouest,2009,45-54,F,82467,0,1,73.9
Ouest,2009,55-64,M,52822,0,1,67.9
Ouest,2009,55-64,F,54978,0,1,74.0
Ouest,2009,65+,M,39616,0,5,79.9
Ouest,2009,65+,F,41233,0,5,63.7
Ouest,2010,0-14,M,579425,0,2,0.0
Ouest,2010,0-14,F,603075,0,2,0.0
Ouest,2010,15-24,M,269500,35,1,62.7
Ouest,2010,15-24,F,280500,35,1,63.7
Ouest,2010,25-34,M,188650,25,1,73.1
Ouest,2010,25-34,F,196350,25,1,78.8
Ouest,2010,35-44,M,134750,0,1,79.8
Ouest,2010,35-44,F,140250,0,1,74.8
Ouest,2010,45-54,M,80850,0,1,61.6
Ouest,2010,45-54,F,84150,0,1,60.4
Ouest,2010,55-64,M,53900,0,1,69.9
Ouest,2010,55-64,F,56100,0,1,70.7
Ouest,2010,65+,M,40425,0,5,73.1
Ouest,2010,65+,F,42075,0,5,75.6
Ouest,2011,0-14,M,591013,0,2,0.0
Ouest,2011,0-14,F,615136,0,2,0.0
Ouest,2011,15-24,M,274890,35,1,70.5
Ouest,2011,15-24,F,286110,35,1,69.7
Ouest,2011,25-34,M,192423,25,1,78.1
Ouest,2011,25-34,F,200277,25,1,67.1
Ouest,2011,35-44,M,137445,0,1,65.8
Ouest,2011,35-44,F,143055,0,1,71.7
Ouest,2011,45-54,M,82467,0,1,77.5
Ouest,2011,45-54,F,85833,0,1,81.0
Ouest,2011,55-64,M,54978,0,1,62.1
Ouest,2011,55-64,F,57222,0,1,60.3
Ouest,2011,65+,M,41233,0,5,64.8
Ouest,2011,65+,F,42916,0,5,64.5
Ouest,2012,0-14,M,602602,0,2,0.0
Ouest,2012,0-14,F,627198,0,2,0.0
Ouest,2012,15-24,M,280280,35,1,68.5
Ouest,2012,15-24,F,291720,35,1,67.8
Ouest,2012,25-34,M,196196,25,1,72.6
Ouest,2012,25-34,F,204204,25,1,72.2
Ouest,2012,35-44,M,140140,0,1,84.9
Ouest,2012,35-44,F,145860,0,1,70.5
Ouest,2012,45-54,M,84084,0,1,74.5
Ouest,2012,45-54,F,87516,0,1,74.3
Ouest,2012,55-64,M,56056,0,1,79.0
Ouest,2012,55-64,F,58344,0,1,65.9
Ouest,2012,65+,M,42042,0,5,83.5
Ouest,2012,65+,F,43758,0,5,64.5
Ouest,2013,0-14,M,614190,0,2,0.0
Ouest,2013,0-14,F,639259,0,2,0.0
Ouest,2013,15-24,M,285670,35,1,65.4
Ouest,2013,15-24,F,297330,35,1,64.7
Ouest,2013,25-34,M,199969,25,1,62.4
Ouest,2013,25-34,F,208131,25,1,61.1
Ouest,2013,35-44,M,142835,0,1,64.0
Ouest,2013,35-44,F,148665,0,1,81.7
Ouest,2013,45-54,M,85701,0,1,61.0
Ouest,2013,45-54,F,89199,0,1,84.8
Ouest,2013,55-64,M,57134,0,1,76.2
Ouest,2013,55-64,F,59466,0,1,81.6
Ouest,2013,65+,M,42850,0,5,72.1
Ouest,2013,65+,F,44599,0,5,62.9
Ouest,2014,0-14,M,625779,0,2,0.0
Ouest,2014,0-14,F,651321,0,2,0.0
Ouest,2014,15-24,M,291060,35,1,80.2
Ouest,2014,15-24,F,302940,35,1,75.2
Ouest,2014,25-34,M,203742,25,1,80.1
Ouest,2014,25-34,F,212058,25,1,73.6
Ouest,2014,35-44,M,145530,0,1,61.7
Ouest,2014,35-44,F,151470,0,1,74.0
Ouest,2014,45-54,M,87318,0,1,63.7
Ouest,2014,45-54,F,90882,0,1,66.1
Ouest,2014,55-64,M,58212,0,1,75.1
Ouest,2014,55-64,F,60588,0,1,83.5
Ouest,2014,65+,M,43659,0,5,83.3
Ouest,2014,65+,F,45441,0,5,60.6
Ouest,2015,0-14,M,637367,0,2,0.0
Ouest,2015,0-14,F,663382,0,2,0.0
Ouest,2015,15-24,M,296450,35,1,75.4
Ouest,2015,15-24,F,308550,35,1,66.3
Ouest,2015,25-34,M,207515,25,1,76.9
Ouest,2015,25-34,F,215985,25,1,77.4
Ouest,2015,35-44,M,148225,0,1,69.5
Ouest,2015,35-44,F,154275,0,1,82.5
Ouest,2015,45-54,M,88935,0,1,62.1
Ouest,2015,45-54,F,92565,0,1,81.0
Ouest,2015,55-64,M,59290,0,1,69.6
Ouest,2015,55-64,F,61710,0,1,76.6
Ouest,2015,65+,M,44467,0,5,71.4
Ouest,2015,65+,F,46282,0,5,84.2
Ouest,2016,0-14,M,648956,0,2,0.0
Ouest,2016,0-14,F,675444,0,2,0.0
Ouest,2016,15-24,M,301840,35,1,82.6
Ouest,2016,15-24,F,314160,35,1,64.6
Ouest,2016,25-34,M,211288,25,1,72.8
Ouest,2016,25-34,F,219912,25,1,71.9
Ouest,2016,35-44,M,150920,0,1,80.1
Ouest,2016,35-44,F,157080,0,1,71.3
Ouest,2016,45-54,M,90552,0,1,79.9
Ouest,2016,45-54,F,94248,0,1,74.9
Ouest,2016,55-64,M,60368,0,1,79.1
Ouest,2016,55-64,F,62832,0,1,84.7
Ouest,2016,65+,M,45276,0,5,74.3
Ouest,2016,65+,F,47124,0,5,60.6
Ouest,2017,0-14,M,660544,0,2,0.0
Ouest,2017,0-14,F,687505,0,2,0.0
Ouest,2017,15-24,M,307230,35,1,60.7
Ouest,2017,15-24,F,319770,35,1,61.7
Ouest,2017,25-34,M,215061,25,1,68.7
Ouest,2017,25-34,F,223839,25,1,61.0
Ouest,2017,35-44,M,153615,0,1,78.5
Ouest,2017,35-44,F,159885,0,1,77.7
Ouest,2017,45-54,M,92169,0,1,80.9
Ouest,2017,45-54,F,95931,0,1,84.0
Ouest,2017,55-64,M,61446,0,1,60.9
Ouest,2017,55-64,F,63954,0,1,69.9
Ouest,2017,65+,M,46084,0,5,70.1
Ouest,2017,65+,F,47965,0,5,76.3
Ouest,2018,0-14,M,672133,0,2,0.0
Ouest,2018,0-14,F,699567,0,2,0.0
Ouest,2018,15-24,M,312620,35,1,79.5
Ouest,2018,15-24,F,325380,35,1,61.4
Ouest,2018,25-34,M,218834,25,1,81.9
Ouest,2018,25-34,F,227766,25,1,72.7
Ouest,2018,35-44,M,156310,0,1,79.9
Ouest,2018,35-44,F,162690,0,1,83.2
Ouest,2018,45-54,M,93786,0,1,81.9
Ouest,2018,45-54,F,97614,0,1,82.3
Ouest,2018,55-64,M,62524,0,1,69.7
Ouest,2018,55-64,F,65076,0,1,62.8
Ouest,2018,65+,M,46893,0,5,61.1
Ouest,2018,65+,F,48807,0,5,61.1
Ouest,2019,0-14,M,683721,0,2,0.0
Ouest,2019,0-14,F,711628,0,2,0.0
Ouest,2019,15-24,M,318010,35,1,78.3
Ouest,2019,15-24,F,330990,35,1,76.1
Ouest,2019,25-34,M,222607,25,1,83.8
Ouest,2019,25-34,F,231693,25,1,84.8
Ouest,2019,35-44,M,159005,0,1,62.6
Ouest,2019,35-44,F,165495,0,1,62.6
Ouest,2019,45-54,M,95403,0,1,83.2
Ouest,2019,45-54,F,99297,0,1,81.0
Ouest,2019,55-64,M,63602,0,1,74.9
Ouest,2019,55-64,F,66198,0,1,70.5
Ouest,2019,65+,M,47701,0,5,83.8
Ouest,2019,65+,F,49648,0,5,67.3
Ouest,2020,0-14,M,695310,0,2,0.0
Ouest,2020,0-14,F,723690,0,2,0.0
Ouest,2020,15-24,M,323400,35,1,80.6
Ouest,2020,15-24,F,336600,35,1,67.6
Ouest,2020,25-34,M,226380,25,1,68.1
Ouest,2020,25-34,F,235620,25,1,75.5
Ouest,2020,35-44,M,161700,0,1,69.6
Ouest,2020,35-44,F,168300,0,1,82.4
Ouest,2020,45-54,M,97020,0,1,78.9
Ouest,2020,45-54,F,100980,0,1,81.6
Ouest,2020,55-64,M,64680,0,1,81.7
Ouest,2020,55-64,F,67320,0,1,62.0
Ouest,2020,65+,M,48510,0,5,79.9
Ouest,2020,65+,F,50490,0,5,82.8
Ouest,2021,0-14,M,706898,0,2,0.0
Ouest,2021,0-14,F,735751,0,2,0.0
Ouest,2021,15-24,M,328790,35,1,78.2
Ouest,2021,15-24,F,342210,35,1,66.9
Ouest,2021,25-34,M,230153,25,1,68.0
Ouest,2021,25-34,F,239547,25,1,63.0
Ouest,2021,35-44,M,164395,0,1,75.0
Ouest,2021,35-44,F,171105,0,1,64.5
Ouest,2021,45-54,M,98637,0,1,68.6
Ouest,2021,45-54,F,102663,0,1,72.5
Ouest,2021,55-64,M,65758,0,1,63.8
Ouest,2021,55-64,F,68442,0,1,82.3
Ouest,2021,65+,M,49318,0,5,80.1
Ouest,2021,65+,F,51331,0,5,68.5
Ouest,2022,0-14,M,718487,0,2,0.0
Ouest,2022,0-14,F,747813,0,2,0.0
Ouest,2022,15-24,M,334180,35,1,66.7
Ouest,2022,15-24,F,347820,35,1,70.3
Ouest,2022,25-34,M,233926,25,1,76.1
Ouest,2022,25-34,F,243474,25,1,66.1
Ouest,2022,35-44,M,167090,0,1,83.5
Ouest,2022,35-44,F,173910,0,1,72.4
Ouest,2022,45-54,M,100254,0,1,64.7
Ouest,2022,45-54,F,104346,0,1,76.0
Ouest,2022,55-64,M,66836,0,1,73.7
Ouest,2022,55-64,F,69564,0,1,82.9
Ouest,2022,65+,M,50127,0,5,67.7
Ouest,2022,65+,F,52173,0,5,73.4
Ouest,2023,0-14,M,730075,0,2,0.0
Ouest,2023,0-14,F,759874,0,2,0.0
Ouest,2023,15-24,M,339570,35,1,66.7
Ouest,2023,15-24,F,353430,35,1,68.7
Ouest,2023,25-34,M,237699,25,1,78.6
Ouest,2023,25-34,F,247401,25,1,77.1
Ouest,2023,35-44,M,169785,0,1,72.7
Ouest,2023,35-44,F,176715,0,1,65.4
Ouest,2023,45-54,M,101871,0,1,78.3
Ouest,2023,45-54,F,106029,0,1,81.0
Ouest,2023,55-64,M,67914,0,1,79.6
Ouest,2023,55-64,F,70686,0,1,79.7
Ouest,2023,65+,M,50935,0,5,63.3
Ouest,2023,65+,F,53014,0,5,75.2
Sud,2000,0-14,M,210700,0,2,0.0
Sud,2000,0-14,F,219300,0,2,0.0
Sud,2000,15-24,M,98000,35,1,73.2
Sud,2000,15-24,F,102000,35,1,72.8
Sud,2000,25-34,M,68600,25,1,80.3
Sud,2000,25-34,F,71400,25,1,72.4
Sud,2000,35-44,M,49000,0,1,74.2
Sud,2000,35-44,F,51000,0,1,75.5
Sud,2000,45-54,M,29400,0,1,81.6
Sud,2000,45-54,F,30600,0,1,81.7
Sud,2000,55-64,M,19600,0,1,68.1
Sud,2000,55-64,F,20400,0,1,63.0
Sud,2000,65+,M,14700,0,5,69.0
Sud,2000,65+,F,15300,0,5,63.5
Sud,2001,0-14,M,215967,0,2,0.0
Sud,2001,0-14,F,224782,0,2,0.0
Sud,2001,15-24,M,100449,35,1,82.7
Sud,2001,15-24,F,104549,35,1,73.6
Sud,2001,25-34,M,70314,25,1,84.6
Sud,2001,25-34,F,73184,25,1,68.7
Sud,2001,35-44,M,50224,0,1,72.2
Sud,2001,35-44,F,52274,0,1,62.0
Sud,2001,45-54,M,30134,0,1,82.8
Sud,2001,45-54,F,31364,0,1,76.0
Sud,2001,55-64,M,20089,0,1,73.4
Sud,2001,55-64,F,20909,0,1,62.4
Sud,2001,65+,M,15067,0,5,69.2
Sud,2001,65+,F,15682,0,5,80.4
Sud,2002,0-14,M,221235,0,2,0.0
Sud,2002,0-14,F,230265,0,2,0.0
