date,annee,mois,region,produit,prix_fcfa_kg,volume_tonnes,valeur_totale_millions
2009-03-01,2009,3,Adamaoua,Maïs,258.1,2040,526.52
2009-04-01,2009,4,Adamaoua,Maïs,251.64,4855,1221.7
2009-05-01,2009,5,Adamaoua,Maïs,225.13,2763,622.03
2009-06-01,2009,6,Adamaoua,Maïs,240.47,2253,541.79
2009-07-01,2009,7,Adamaoua,Maïs,200.01,4994,998.83
2009-08-01,2009,8,Adamaoua,Maïs,155.24,3482,540.55
2009-09-01,2009,9,Adamaoua,Maïs,171.66,1774,304.52
2009-10-01,2009,10,Adamaoua,Maïs,162.14,4472,725.07
2009-11-01,2009,11,Adamaoua,Maïs,185.0,2312,427.73
2009-12-01,2009,12,Adamaoua,Maïs,223.79,2532,566.64
2010-01-01,2010,1,Adamaoua,Maïs,252.4,2129,537.37
2010-02-01,2010,2,Adamaoua,Maïs,260.16,2767,719.86
2010-03-01,2010,3,Adamaoua,Maïs,339.39,2115,717.81
2010-04-01,2010,4,Adamaoua,Maïs,234.75,818,192.02
2010-05-01,2010,5,Adamaoua,Maïs,241.19,4339,1046.52
2010-06-01,2010,6,Adamaoua,Maïs,258.84,2211,572.29
2010-07-01,2010,7,Adamaoua,Maïs,234.73,3385,794.57
2010-08-01,2010,8,Adamaoua,Maïs,185.7,4200,779.92
2010-09-01,2010,9,Adamaoua,Maïs,177.3,1531,271.45
2010-10-01,2010,10,Adamaoua,Maïs,195.85,1951,382.1
2010-11-01,2010,11,Adamaoua,Maïs,231.15,104,24.04
2010-12-01,2010,12,Adamaoua,Maïs,227.81,1873,426.69
2011-01-01,2011,1,Adamaoua,Maïs,276.07,882,243.49
2011-02-01,2011,2,Adamaoua,Maïs,303.49,4458,1352.95
2011-03-01,2011,3,Adamaoua,Maïs,256.0,2540,650.24
2011-04-01,2011,4,Adamaoua,Maïs,249.64,377,94.11
2011-05-01,2011,5,Adamaoua,Maïs,254.94,3725,949.66
2011-06-01,2011,6,Adamaoua,Maïs,226.51,3104,703.08
2011-07-01,2011,7,Adamaoua,Maïs,224.35,1361,305.35
2011-08-01,2011,8,Adamaoua,Maïs,201.58,3241,653.32
2011-09-01,2011,9,Adamaoua,Maïs,152.51,4475,682.49
2011-10-01,2011,10,Adamaoua,Maïs,172.66,824,142.27
2011-11-01,2011,11,Adamaoua,Maïs,220.78,3745,826.81
2011-12-01,2011,12,Adamaoua,Maïs,240.21,3502,841.22
2012-01-01,2012,1,Adamaoua,Maïs,265.9,4227,1123.97
2012-02-01,2012,2,Adamaoua,Maïs,298.41,563,168.01
2012-03-01,2012,3,Adamaoua,Maïs,287.18,3644,1046.49
2012-04-01,2012,4,Adamaoua,Maïs,295.06,4891,1443.16
2012-05-01,2012,5,Adamaoua,Maïs,245.6,3240,795.74
2012-06-01,2012,6,Adamaoua,Maïs,259.47,4541,1178.26
2012-07-01,2012,7,Adamaoua,Maïs,200.59,1329,266.58
2012-08-01,2012,8,Adamaoua,Maïs,213.12,3627,772.99
2012-09-01,2012,9,Adamaoua,Maïs,177.0,2811,497.54
2012-10-01,2012,10,Adamaoua,Maïs,201.19,2729,549.05
2012-11-01,2012,11,Adamaoua,Maïs,210.18,4881,1025.89
2012-12-01,2012,12,Adamaoua,Maïs,241.81,2818,681.41
2013-01-01,2013,1,Adamaoua,Maïs,322.13,4666,1503.04
2013-02-01,2013,2,Adamaoua,Maïs,201.91,2649,534.86
2013-03-01,2013,3,Adamaoua,Maïs,263.47,1351,355.94
2013-04-01,2013,4,Adamaoua,Maïs,325.16,2591,842.49
2013-05-01,2013,5,Adamaoua,Maïs,262.83,3230,848.95
2013-06-01,2013,6,Adamaoua,Maïs,246.79,2707,668.06
2013-07-01,2013,7,Adamaoua,Maïs,179.67,4733,850.38
2013-08-01,2013,8,Adamaoua,Maïs,208.07,1672,347.9
2013-09-01,2013,9,Adamaoua,Maïs,173.65,4876,846.72
2013-10-01,2013,10,Adamaoua,Maïs,179.25,4313,773.12
2013-11-01,2013,11,Adamaoua,Maïs,229.92,504,115.88
2013-12-01,2013,12,Adamaoua,Maïs,206.71,3003,620.76
2014-01-01,2014,1,Adamaoua,Maïs,263.07,4847,1275.12
2014-02-01,2014,2,Adamaoua,Maïs,308.08,2731,841.38
2014-03-01,2014,3,Adamaoua,Maïs,237.51,1436,341.07
2014-04-01,2014,4,Adamaoua,Maïs,256.88,3826,982.81
2014-05-01,2014,5,Adamaoua,Maïs,272.29,4939,1344.85
2014-06-01,2014,6,Adamaoua,Maïs,224.64,4174,937.66
2014-07-01,2014,7,Adamaoua,Maïs,185.37,1186,219.85
2014-08-01,2014,8,Adamaoua,Maïs,184.87,236,43.63
2014-09-01,2014,9,Adamaoua,Maïs,205.56,4243,872.18
2014-10-01,2014,10,Adamaoua,Maïs,165.68,4200,695.86
2014-11-01,2014,11,Adamaoua,Maïs,229.49,1835,421.11
2014-12-01,2014,12,Adamaoua,Maïs,247.49,800,197.99
2015-01-01,2015,1,Adamaoua,Maïs,288.79,3970,1146.5
2015-02-01,2015,2,Adamaoua,Maïs,246.26,4510,1110.61
2015-03-01,2015,3,Adamaoua,Maïs,308.13,1574,484.99
2015-04-01,2015,4,Adamaoua,Maïs,259.91,2170,564.01
2015-05-01,2015,5,Adamaoua,Maïs,277.15,1290,357.52
2015-06-01,2015,6,Adamaoua,Maïs,239.21,110,26.31
2015-07-01,2015,7,Adamaoua,Maïs,208.78,4276,892.76
2015-08-01,2015,8,Adamaoua,Maïs,241.72,3619,874.79
2015-09-01,2015,9,Adamaoua,Maïs,210.52,3599,757.67
2015-10-01,2015,10,Adamaoua,Maïs,224.53,4247,953.59
2015-11-01,2015,11,Adamaoua,Maïs,183.48,3165,580.72
2015-12-01,2015,12,Adamaoua,Maïs,275.82,4140,1141.88
2016-01-01,2016,1,Adamaoua,Maïs,283.23,4157,1177.38
2016-02-01,2016,2,Adamaoua,Maïs,353.18,1391,491.27
2016-03-01,2016,3,Adamaoua,Maïs,341.24,2471,843.21
2016-04-01,2016,4,Adamaoua,Maïs,316.02,759,239.86
2016-05-01,2016,5,Adamaoua,Maïs,314.76,538,169.34
2016-06-01,2016,6,Adamaoua,Maïs,277.92,96,26.68
2016-07-01,2016,7,Adamaoua,Maïs,229.15,450,103.12
2016-08-01,2016,8,Adamaoua,Maïs,197.22,4040,796.76
2016-09-01,2016,9,Adamaoua,Maïs,176.38,440,77.61
2016-10-01,2016,10,Adamaoua,Maïs,262.65,3903,1025.12
2016-11-01,2016,11,Adamaoua,Maïs,234.91,2980,700.03
2016-12-01,2016,12,Adamaoua,Maïs,237.2,1571,372.64
2017-01-01,2017,1,Adamaoua,Maïs,320.43,3344,1071.53
2017-02-01,2017,2,Adamaoua,Maïs,290.11,2469,716.28
2017-03-01,2017,3,Adamaoua,Maïs,293.47,3611,1059.73
2017-04-01,2017,4,Adamaoua,Maïs,327.6,664,217.53
2017-05-01,2017,5,Adamaoua,Maïs,284.86,2717,773.97
2017-06-01,2017,6,Adamaoua,Maïs,244.64,180,44.04
2017-07-01,2017,7,Adamaoua,Maïs,206.78,4328,894.96
2017-08-01,2017,8,Adamaoua,Maïs,239.17,4509,1078.44
2017-09-01,2017,9,Adamaoua,Maïs,232.57,3637,845.86
2017-10-01,2017,10,Adamaoua,Maïs,218.81,970,212.25
2017-11-01,2017,11,Adamaoua,Maïs,234.2,542,126.94
2017-12-01,2017,12,Adamaoua,Maïs,300.45,1181,354.84
2018-01-01,2018,1,Adamaoua,Maïs,289.46,3860,1117.32
2018-02-01,2018,2,Adamaoua,Maïs,338.83,863,292.41
2018-03-01,2018,3,Adamaoua,Maïs,351.51,4622,1624.68
2018-04-01,2018,4,Adamaoua,Maïs,285.28,4463,1273.2
2018-05-01,2018,5,Adamaoua,Maïs,353.1,3561,1257.39
2018-06-01,2018,6,Adamaoua,Maïs,251.53,1821,458.04
2018-07-01,2018,7,Adamaoua,Maïs,195.39,4534,885.92
2018-08-01,2018,8,Adamaoua,Maïs,177.84,2674,475.56
2018-09-01,2018,9,Adamaoua,Maïs,200.03,1215,243.03
2018-10-01,2018,10,Adamaoua,Maïs,209.71,425,89.13
2018-11-01,2018,11,Adamaoua,Maïs,211.27,4438,937.6
2018-12-01,2018,12,Adamaoua,Maïs,233.57,481,112.35
2019-01-01,2019,1,Adamaoua,Maïs,235.58,1013,238.64
2019-02-01,2019,2,Adamaoua,Maïs,273.88,2284,625.54
2019-03-01,2019,3,Adamaoua,Maïs,313.32,1513,474.05
2019-04-01,2019,4,Adamaoua,Maïs,285.77,3465,990.19
2019-05-01,2019,5,Adamaoua,Maïs,359.51,4917,1767.69
2019-06-01,2019,6,Adamaoua,Maïs,247.87,934,231.51
2019-07-01,2019,7,Adamaoua,Maïs,235.89,986,232.58
2019-08-01,2019,8,Adamaoua,Maïs,208.51,2850,594.26
2019-09-01,2019,9,Adamaoua,Maïs,223.34,776,173.32
2019-10-01,2019,10,Adamaoua,Maïs,245.73,2786,684.6
2019-11-01,2019,11,Adamaoua,Maïs,298.73,1646,491.71
2019-12-01,2019,12,Adamaoua,Maïs,277.97,1964,545.93
2020-01-01,2020,1,Adamaoua,Maïs,339.19,2159,732.31
2020-02-01,2020,2,Adamaoua,Maïs,298.69,52,15.53
2020-03-01,2020,3,Adamaoua,Maïs,306.11,942,288.35
2020-04-01,2020,4,Adamaoua,Maïs,336.81,2080,700.57
2020-05-01,2020,5,Adamaoua,Maïs,293.05,2732,800.61
2020-06-01,2020,6,Adamaoua,Maïs,300.39,1037,311.51
2020-07-01,2020,7,Adamaoua,Maïs,228.31,1405,320.77
2020-08-01,2020,8,Adamaoua,Maïs,222.54,4315,960.28
2020-09-01,2020,9,Adamaoua,Maïs,227.74,1468,334.32
2020-10-01,2020,10,Adamaoua,Maïs,247.42,1004,248.41
2020-11-01,2020,11,Adamaoua,Maïs,219.54,4183,918.32
2020-12-01,2020,12,Adamaoua,Maïs,246.96,4022,993.26
2021-01-01,2021,1,Adamaoua,Maïs,303.33,86,26.09
2021-02-01,2021,2,Adamaoua,Maïs,301.72,3437,1037.03
2021-03-01,2021,3,Adamaoua,Maïs,330.83,2212,731.79
2021-04-01,2021,4,Adamaoua,Maïs,355.23,2795,992.87
2021-05-01,2021,5,Adamaoua,Maïs,358.26,3980,1425.89
2021-06-01,2021,6,Adamaoua,Maïs,297.02,2046,607.71
2021-07-01,2021,7,Adamaoua,Maïs,261.48,2433,636.17
2021-08-01,2021,8,Adamaoua,Maïs,218.8,3289,719.64
2021-09-01,2021,9,Adamaoua,Maïs,205.59,1754,360.61
2021-10-01,2021,10,Adamaoua,Maïs,216.19,412,89.07
2021-11-01,2021,11,Adamaoua,Maïs,254.9,4845,1235.0
2021-12-01,2021,12,Adamaoua,Maïs,257.22,606,155.88
2022-01-01,2022,1,Adamaoua,Maïs,301.77,3558,1073.7
2022-02-01,2022,2,Adamaoua,Maïs,332.13,3791,1259.09
2022-03-01,2022,3,Adamaoua,Maïs,387.27,1597,618.48
2022-04-01,2022,4,Adamaoua,Maïs,338.56,344,116.46
2022-05-01,2022,5,Adamaoua,Maïs,326.93,4505,1472.8
2022-06-01,2022,6,Adamaoua,Maïs,226.2,4845,1095.93
2022-07-01,2022,7,Adamaoua,Maïs,241.28,3576,862.83
2022-08-01,2022,8,Adamaoua,Maïs,215.21,4731,1018.16
2022-09-01,2022,9,Adamaoua,Maïs,249.68,1485,370.78
2022-10-01,2022,10,Adamaoua,Maïs,225.22,621,139.86
2022-11-01,2022,11,Adamaoua,Maïs,265.09,327,86.68
2022-12-01,2022,12,Adamaoua,Maïs,259.36,1937,502.38
2023-01-01,2023,1,Adamaoua,Maïs,327.14,935,305.88
2023-02-01,2023,2,Adamaoua,Maïs,312.52,2802,875.69
2023-03-01,2023,3,Adamaoua,Maïs,320.25,812,260.04
2023-04-01,2023,4,Adamaoua,Maïs,396.16,2478,981.68
2023-05-01,2023,5,Adamaoua,Maïs,292.23,3154,921.7
2023-06-01,2023,6,Adamaoua,Maïs,278.72,4049,1128.54
2023-07-01,2023,7,Adamaoua,Maïs,273.83,3659,1001.94
2023-08-01,2023,8,Adamaoua,Maïs,259.71,3603,935.75
2023-09-01,2023,9,Adamaoua,Maïs,193.96,88,17.07
2023-10-01,2023,10,Adamaoua,Maïs,182.86,3392,620.25
2023-11-01,2023,11,Adamaoua,Maïs,271.7,1873,508.89
2023-12-01,2023,12,Adamaoua,Maïs,311.49,3251,1012.65
2000-01-01,2000,1,Adamaoua,Banane plantain,229.59,3580,821.95
2000-02-01,2000,2,Adamaoua,Banane plantain,283.27,3828,1084.36
2000-03-01,2000,3,Adamaoua,Banane plantain,287.56,4076,1172.08
2000-04-01,2000,4,Adamaoua,Banane plantain,261.35,4229,1105.26
2000-05-01,2000,5,Adamaoua,Banane plantain,209.74,4715,988.94
2000-06-01,2000,6,Adamaoua,Banane plantain,209.43,4013,840.45
2000-07-01,2000,7,Adamaoua,Banane plantain,221.58,1905,422.11
2000-08-01,2000,8,Adamaoua,Banane plantain,202.03,3106,627.5
2000-09-01,2000,9,Adamaoua,Banane plantain,157.47,2305,362.97
2000-10-01,2000,10,Adamaoua,Banane plantain,212.89,3660,779.17
2000-11-01,2000,11,Adamaoua,Banane plantain,209.44,640,134.04
2000-12-01,2000,12,Adamaoua,Banane plantain,235.28,1100,258.8
2001-01-01,2001,1,Adamaoua,Banane plantain,265.36,4494,1192.51
2001-02-01,2001,2,Adamaoua,Banane plantain,287.01,1009,289.59
2001-03-01,2001,3,Adamaoua,Banane plantain,290.97,4523,1316.06
2001-04-01,2001,4,Adamaoua,Banane plantain,263.62,2996,789.81
2001-05-01,2001,5,Adamaoua,Banane plantain,249.59,2303,574.8
2001-06-01,2001,6,Adamaoua,Banane plantain,199.69,3394,677.75
2001-07-01,2001,7,Adamaoua,Banane plantain,177.96,570,101.44
2001-08-01,2001,8,Adamaoua,Banane plantain,202.24,1066,215.59
2001-09-01,2001,9,Adamaoua,Banane plantain,192.7,166,31.99
2001-10-01,2001,10,Adamaoua,Banane plantain,171.7,2483,426.33
2001-11-01,2001,11,Adamaoua,Banane plantain,194.39,3838,746.07
2001-12-01,2001,12,Adamaoua,Banane plantain,253.59,2818,714.62
2002-01-01,2002,1,Adamaoua,Banane plantain,248.12,4752,1179.07
2002-02-01,2002,2,Adamaoua,Banane plantain,209.99,215,45.15
2002-03-01,2002,3,Adamaoua,Banane plantain,312.52,2093,654.1
2002-04-01,2002,4,Adamaoua,Banane plantain,246.86,4247,1048.4
2002-05-01,2002,5,Adamaoua,Banane plantain,266.58,3812,1016.2
2002-06-01,2002,6,Adamaoua,Banane plantain,247.33,1626,402.16
2002-07-01,2002,7,Adamaoua,Banane plantain,212.55,2770,588.76
2002-08-01,2002,8,Adamaoua,Banane plantain,172.7,763,131.77
2002-09-01,2002,9,Adamaoua,Banane plantain,190.18,4094,778.6
2002-10-01,2002,10,Adamaoua,Banane plantain,180.09,1999,359.99
2002-11-01,2002,11,Adamaoua,Banane plantain,191.33,139,26.59
2002-12-01,2002,12,Adamaoua,Banane plantain,229.61,1759,403.88
2003-01-01,2003,1,Adamaoua,Banane plantain,290.52,155,45.03
2003-02-01,2003,2,Adamaoua,Banane plantain,299.45,936,280.28
2003-03-01,2003,3,Adamaoua,Banane plantain,300.46,366,109.97
2003-04-01,2003,4,Adamaoua,Banane plantain,287.54,684,196.68
2003-05-01,2003,5,Adamaoua,Banane plantain,267.65,765,204.75
2003-06-01,2003,6,Adamaoua,Banane plantain,226.23,3961,896.09
2003-07-01,2003,7,Adamaoua,Banane plantain,237.17,4256,1009.42
2003-08-01,2003,8,Adamaoua,Banane plantain,212.68,300,63.8
2003-09-01,2003,9,Adamaoua,Banane plantain,234.44,257,60.25
2003-10-01,2003,10,Adamaoua,Banane plantain,195.88,949,185.89
2003-11-01,2003,11,Adamaoua,Banane plantain,247.11,944,233.27
2003-12-01,2003,12,Adamaoua,Banane plantain,253.1,564,142.75
2004-01-01,2004,1,Adamaoua,Banane plantain,318.14,2184,694.82
2004-02-01,2004,2,Adamaoua,Banane plantain,277.0,3645,1009.67
2004-03-01,2004,3,Adamaoua,Banane plantain,266.36,3752,999.39
2004-04-01,2004,4,Adamaoua,Banane plantain,275.0,2406,661.65
2004-05-01,2004,5,Adamaoua,Banane plantain,271.59,3715,1008.95
2004-06-01,2004,6,Adamaoua,Banane plantain,300.52,2039,612.76
2004-07-01,2004,7,Adamaoua,Banane plantain,201.96,361,72.91
2004-08-01,2004,8,Adamaoua,Banane plantain,220.05,2970,653.54
2004-09-01,2004,9,Adamaoua,Banane plantain,181.3,804,145.77
2004-10-01,2004,10,Adamaoua,Banane plantain,204.35,4180,854.2
2004-11-01,2004,11,Adamaoua,Banane plantain,213.57,402,85.85
2004-12-01,2004,12,Adamaoua,Banane plantain,212.55,952,202.35
2005-01-01,2005,1,Adamaoua,Banane plantain,308.82,208,64.23
2005-02-01,2005,2,Adamaoua,Banane plantain,293.68,2027,595.29
2005-03-01,2005,3,Adamaoua,Banane plantain,289.07,4661,1347.37
2005-04-01,2005,4,Adamaoua,Banane plantain,343.71,2829,972.36
2005-05-01,2005,5,Adamaoua,Banane plantain,234.95,3861,907.15
2005-06-01,2005,6,Adamaoua,Banane plantain,303.79,2675,812.65
2005-07-01,2005,7,Adamaoua,Banane plantain,257.81,4440,1144.69
2005-08-01,2005,8,Adamaoua,Banane plantain,218.48,4059,886.8
2005-09-01,2005,9,Adamaoua,Banane plantain,176.64,579,102.27
2005-10-01,2005,10,Adamaoua,Banane plantain,176.87,3673,649.64
2005-11-01,2005,11,Adamaoua,Banane plantain,216.66,4939,1070.08
2005-12-01,2005,12,Adamaoua,Banane plantain,268.88,3641,979.0
2006-01-01,2006,1,Adamaoua,Banane plantain,331.79,3419,1134.38
2006-02-01,2006,2,Adamaoua,Banane plantain,256.8,989,253.98
2006-03-01,2006,3,Adamaoua,Banane plantain,317.66,2390,759.21
2006-04-01,2006,4,Adamaoua,Banane plantain,233.0,4055,944.8
2006-05-01,2006,5,Adamaoua,Banane plantain,237.65,4526,1075.59
2006-06-01,2006,6,Adamaoua,Banane plantain,257.45,1696,436.63
2006-07-01,2006,7,Adamaoua,Banane plantain,268.79,3205,861.47
2006-08-01,2006,8,Adamaoua,Banane plantain,252.54,179,45.2
2006-09-01,2006,9,Adamaoua,Banane plantain,212.55,3978,845.53
2006-10-01,2006,10,Adamaoua,Banane plantain,198.67,2090,415.21
2006-11-01,2006,11,Adamaoua,Banane plantain,257.26,4406,1133.48
2006-12-01,2006,12,Adamaoua,Banane plantain,251.11,2096,526.33
2007-01-01,2007,1,Adamaoua,Banane plantain,340.74,4446,1514.92
2007-02-01,2007,2,Adamaoua,Banane plantain,357.86,3424,1225.3
2007-03-01,2007,3,Adamaoua,Banane plantain,330.99,679,224.74
2007-04-01,2007,4,Adamaoua,Banane plantain,300.88,319,95.98
2007-05-01,2007,5,Adamaoua,Banane plantain,273.62,2941,804.71
2007-06-01,2007,6,Adamaoua,Banane plantain,212.76,3482,740.84
2007-07-01,2007,7,Adamaoua,Banane plantain,200.9,2410,484.17
2007-08-01,2007,8,Adamaoua,Banane plantain,209.23,625,130.77
2007-09-01,2007,9,Adamaoua,Banane plantain,184.08,3228,594.21
2007-10-01,2007,10,Adamaoua,Banane plantain,185.52,2784,516.49
2007-11-01,2007,11,Adamaoua,Banane plantain,230.28,3618,833.17
2007-12-01,2007,12,Adamaoua,Banane plantain,319.28,1705,544.37
2008-01-01,2008,1,Adamaoua,Banane plantain,307.77,1792,551.53
2008-02-01,2008,2,Adamaoua,Banane plantain,357.9,1975,706.86
2008-03-01,2008,3,Adamaoua,Banane plantain,315.61,4003,1263.37
2008-04-01,2008,4,Adamaoua,Banane plantain,310.55,2431,754.94
2008-05-01,2008,5,Adamaoua,Banane plantain,298.44,1093,326.19
2008-06-01,2008,6,Adamaoua,Banane plantain,251.44,331,83.23
2008-07-01,2008,7,Adamaoua,Banane plantain,260.8,1058,275.93
2008-08-01,2008,8,Adamaoua,Banane plantain,221.43,1279,283.21
2008-09-01,2008,9,Adamaoua,Banane plantain,196.97,2339,460.71
2008-10-01,2008,10,Adamaoua,Banane plantain,259.31,1289,334.25
2008-11-01,2008,11,Adamaoua,Banane plantain,205.47,3299,677.84
2008-12-01,2008,12,Adamaoua,Banane plantain,283.59,968,274.52
2009-01-01,2009,1,Adamaoua,Banane plantain,276.78,4453,1232.48
2009-02-01,2009,2,Adamaoua,Banane plantain,336.41,2019,679.21
2009-03-01,2009,3,Adamaoua,Banane plantain,351.02,2083,731.17
2009-04-01,2009,4,Adamaoua,Banane plantain,289.3,1414,409.07
2009-05-01,2009,5,Adamaoua,Banane plantain,311.57,4662,1452.55
2009-06-01,2009,6,Adamaoua,Banane plantain,257.69,1568,404.06
2009-07-01,2009,7,Adamaoua,Banane plantain,261.64,2524,660.37
2009-08-01,2009,8,Adamaoua,Banane plantain,206.98,3535,731.69
2009-09-01,2009,9,Adamaoua,Banane plantain,273.5,3769,1030.8
2009-10-01,2009,10,Adamaoua,Banane plantain,226.57,352,79.75
2009-11-01,2009,11,Adamaoua,Banane plantain,236.93,1913,453.24
2009-12-01,2009,12,Adamaoua,Banane plantain,277.49,4490,1245.91
2010-01-01,2010,1,Adamaoua,Banane plantain,343.58,3174,1090.51
2010-02-01,2010,2,Adamaoua,Banane plantain,369.13,1377,508.29
2010-03-01,2010,3,Adamaoua,Banane plantain,311.46,3341,1040.58
2010-04-01,2010,4,Adamaoua,Banane plantain,339.75,4083,1387.21
2010-05-01,2010,5,Adamaoua,Banane plantain,307.39,4833,1485.62
2010-06-01,2010,6,Adamaoua,Banane plantain,290.5,2682,779.11
2010-07-01,2010,7,Adamaoua,Banane plantain,246.49,1397,344.35
2010-08-01,2010,8,Adamaoua,Banane plantain,220.73,3731,823.55
2010-09-01,2010,9,Adamaoua,Banane plantain,187.09,1687,315.62
2010-10-01,2010,10,Adamaoua,Banane plantain,210.82,4164,877.87
2010-11-01,2010,11,Adamaoua,Banane plantain,268.25,1050,281.66
2010-12-01,2010,12,Adamaoua,Banane plantain,300.97,900,270.87
2011-01-01,2011,1,Adamaoua,Banane plantain,305.48,871,266.07
2011-02-01,2011,2,Adamaoua,Banane plantain,368.48,504,185.71
2011-03-01,2011,3,Adamaoua,Banane plantain,300.25,966,290.05
2011-04-01,2011,4,Adamaoua,Banane plantain,281.24,4036,1135.09
2011-05-01,2011,5,Adamaoua,Banane plantain,284.28,4450,1265.04
2011-06-01,2011,6,Adamaoua,Banane plantain,225.1,785,176.7
2011-07-01,2011,7,Adamaoua,Banane plantain,224.8,3388,761.62
2011-08-01,2011,8,Adamaoua,Banane plantain,222.93,3065,683.29
2011-09-01,2011,9,Adamaoua,Banane plantain,254.51,3039,773.45
2011-10-01,2011,10,Adamaoua,Banane plantain,273.57,3898,1066.38
2011-11-01,2011,11,Adamaoua,Banane plantain,283.54,2913,825.94
2011-12-01,2011,12,Adamaoua,Banane plantain,277.56,2551,708.05
2012-01-01,2012,1,Adamaoua,Banane plantain,269.28,2880,775.54
2012-02-01,2012,2,Adamaoua,Banane plantain,349.03,92,32.11
2012-03-01,2012,3,Adamaoua,Banane plantain,374.87,2595,972.78
2012-04-01,2012,4,Adamaoua,Banane plantain,362.91,2461,893.12
2012-05-01,2012,5,Adamaoua,Banane plantain,346.17,764,264.47
2012-06-01,2012,6,Adamaoua,Banane plantain,300.72,4196,1261.84
2012-07-01,2012,7,Adamaoua,Banane plantain,243.4,1013,246.57
2012-08-01,2012,8,Adamaoua,Banane plantain,235.05,422,99.19
2012-09-01,2012,9,Adamaoua,Banane plantain,210.87,155,32.68
2012-10-01,2012,10,Adamaoua,Banane plantain,215.15,1731,372.42
2012-11-01,2012,11,Adamaoua,Banane plantain,271.57,2187,593.93
2012-12-01,2012,12,Adamaoua,Banane plantain,290.56,3466,1007.07
2013-01-01,2013,1,Adamaoua,Banane plantain,293.22,3229,946.81
2013-02-01,2013,2,Adamaoua,Banane plantain,351.97,3704,1303.7
2013-03-01,2013,3,Adamaoua,Banane plantain,391.7,494,193.5
2013-04-01,2013,4,Adamaoua,Banane plantain,326.6,85,27.76
2013-05-01,2013,5,Adamaoua,Banane plantain,300.96,1895,570.32
2013-06-01,2013,6,Adamaoua,Banane plantain,293.64,1458,428.13
2013-07-01,2013,7,Adamaoua,Banane plantain,281.11,2988,839.96
2013-08-01,2013,8,Adamaoua,Banane plantain,190.37,1350,256.99
2013-09-01,2013,9,Adamaoua,Banane plantain,231.73,4666,1081.24
2013-10-01,2013,10,Adamaoua,Banane plantain,256.38,59,15.13
2013-11-01,2013,11,Adamaoua,Banane plantain,255.89,2681,686.04
2013-12-01,2013,12,Adamaoua,Banane plantain,265.89,4865,1293.53
2014-01-01,2014,1,Adamaoua,Banane plantain,280.06,4195,1174.84
2014-02-01,2014,2,Adamaoua,Banane plantain,369.73,3733,1380.19
2014-03-01,2014,3,Adamaoua,Banane plantain,430.82,195,84.01
2014-04-01,2014,4,Adamaoua,Banane plantain,326.85,3090,1009.96
2014-05-01,2014,5,Adamaoua,Banane plantain,295.96,1634,483.6
2014-06-01,2014,6,Adamaoua,Banane plantain,296.15,532,157.55
2014-07-01,2014,7,Adamaoua,Banane plantain,271.18,711,192.81
2014-08-01,2014,8,Adamaoua,Banane plantain,278.6,3553,989.85
2014-09-01,2014,9,Adamaoua,Banane plantain,217.16,1596,346.59
2014-10-01,2014,10,Adamaoua,Banane plantain,232.55,699,162.55
2014-11-01,2014,11,Adamaoua,Banane plantain,293.45,490,143.79
2014-12-01,2014,12,Adamaoua,Banane plantain,262.68,819,215.13
2015-01-01,2015,1,Adamaoua,Banane plantain,363.01,3779,1371.82
2015-02-01,2015,2,Adamaoua,Banane plantain,306.72,3956,1213.38
2015-03-01,2015,3,Adamaoua,Banane plantain,301.89,4058,1225.08
2015-04-01,2015,4,Adamaoua,Banane plantain,291.31,3401,990.73
2015-05-01,2015,5,Adamaoua,Banane plantain,359.68,1240,446.0
2015-06-01,2015,6,Adamaoua,Banane plantain,359.75,4181,1504.13
2015-07-01,2015,7,Adamaoua,Banane plantain,262.24,1964,515.04
2015-08-01,2015,8,Adamaoua,Banane plantain,229.83,2522,579.64
2015-09-01,2015,9,Adamaoua,Banane plantain,222.19,3763,836.12
2015-10-01,2015,10,Adamaoua,Banane plantain,308.99,2614,807.71
2015-11-01,2015,11,Adamaoua,Banane plantain,283.9,2873,815.64
2015-12-01,2015,12,Adamaoua,Banane plantain,290.75,1785,519.0
2016-01-01,2016,1,Adamaoua,Banane plantain,362.53,2478,898.35
2016-02-01,2016,2,Adamaoua,Banane plantain,447.83,4203,1882.22
2016-03-01,2016,3,Adamaoua,Banane plantain,424.41,2824,1198.52
2016-04-01,2016,4,Adamaoua,Banane plantain,324.86,2867,931.36
2016-05-01,2016,5,Adamaoua,Banane plantain,278.89,711,198.29
2016-06-01,2016,6,Adamaoua,Banane plantain,295.19,3933,1160.98
2016-07-01,2016,7,Adamaoua,Banane plantain,320.67,4456,1428.92
2016-08-01,2016,8,Adamaoua,Banane plantain,278.53,257,71.58
2016-09-01,2016,9,Adamaoua,Banane plantain,212.79,2152,457.92
2016-10-01,2016,10,Adamaoua,Banane plantain,212.99,3009,640.89
2016-11-01,2016,11,Adamaoua,Banane plantain,282.93,286,80.92
2016-12-01,2016,12,Adamaoua,Banane plantain,327.08,4493,1469.59
2017-01-01,2017,1,Adamaoua,Banane plantain,383.21,2418,926.59
2017-02-01,2017,2,Adamaoua,Banane plantain,404.9,335,135.64
2017-03-01,2017,3,Adamaoua,Banane plantain,473.99,4601,2180.81
2017-04-01,2017,4,Adamaoua,Banane plantain,390.95,1816,709.97
